Order23	POAexemptCode	Description
58487	S72.423G	"Displaced fracture of lateral condyle of unspecified femur, subsequent encounter for closed fracture with delayed healing"
58488	S72.423H	"Displaced fracture of lateral condyle of unspecified femur, subsequent encounter for open fracture type I or II with delayed healing"
58489	S72.423J	"Displaced fracture of lateral condyle of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
58490	S72.423K	"Displaced fracture of lateral condyle of unspecified femur, subsequent encounter for closed fracture with nonunion"
58491	S72.423M	"Displaced fracture of lateral condyle of unspecified femur, subsequent encounter for open fracture type I or II with nonunion"
58492	S72.423N	"Displaced fracture of lateral condyle of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
58493	S72.423P	"Displaced fracture of lateral condyle of unspecified femur, subsequent encounter for closed fracture with malunion"
58494	S72.423Q	"Displaced fracture of lateral condyle of unspecified femur, subsequent encounter for open fracture type I or II with malunion"
58495	S72.423R	"Displaced fracture of lateral condyle of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
58496	S72.423S	"Displaced fracture of lateral condyle of unspecified femur, sequela"
58501	S72.424D	"Nondisplaced fracture of lateral condyle of right femur, subsequent encounter for closed fracture with routine healing"
58502	S72.424E	"Nondisplaced fracture of lateral condyle of right femur, subsequent encounter for open fracture type I or II with routine healing"
58503	S72.424F	"Nondisplaced fracture of lateral condyle of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
58504	S72.424G	"Nondisplaced fracture of lateral condyle of right femur, subsequent encounter for closed fracture with delayed healing"
58505	S72.424H	"Nondisplaced fracture of lateral condyle of right femur, subsequent encounter for open fracture type I or II with delayed healing"
58506	S72.424J	"Nondisplaced fracture of lateral condyle of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
58507	S72.424K	"Nondisplaced fracture of lateral condyle of right femur, subsequent encounter for closed fracture with nonunion"
58508	S72.424M	"Nondisplaced fracture of lateral condyle of right femur, subsequent encounter for open fracture type I or II with nonunion"
58509	S72.424N	"Nondisplaced fracture of lateral condyle of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
58510	S72.424P	"Nondisplaced fracture of lateral condyle of right femur, subsequent encounter for closed fracture with malunion"
58511	S72.424Q	"Nondisplaced fracture of lateral condyle of right femur, subsequent encounter for open fracture type I or II with malunion"
58512	S72.424R	"Nondisplaced fracture of lateral condyle of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
58513	S72.424S	"Nondisplaced fracture of lateral condyle of right femur, sequela"
58518	S72.425D	"Nondisplaced fracture of lateral condyle of left femur, subsequent encounter for closed fracture with routine healing"
58519	S72.425E	"Nondisplaced fracture of lateral condyle of left femur, subsequent encounter for open fracture type I or II with routine healing"
58520	S72.425F	"Nondisplaced fracture of lateral condyle of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
58521	S72.425G	"Nondisplaced fracture of lateral condyle of left femur, subsequent encounter for closed fracture with delayed healing"
58522	S72.425H	"Nondisplaced fracture of lateral condyle of left femur, subsequent encounter for open fracture type I or II with delayed healing"
58523	S72.425J	"Nondisplaced fracture of lateral condyle of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
58524	S72.425K	"Nondisplaced fracture of lateral condyle of left femur, subsequent encounter for closed fracture with nonunion"
58525	S72.425M	"Nondisplaced fracture of lateral condyle of left femur, subsequent encounter for open fracture type I or II with nonunion"
58526	S72.425N	"Nondisplaced fracture of lateral condyle of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
58527	S72.425P	"Nondisplaced fracture of lateral condyle of left femur, subsequent encounter for closed fracture with malunion"
58528	S72.425Q	"Nondisplaced fracture of lateral condyle of left femur, subsequent encounter for open fracture type I or II with malunion"
58529	S72.425R	"Nondisplaced fracture of lateral condyle of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
58530	S72.425S	"Nondisplaced fracture of lateral condyle of left femur, sequela"
58535	S72.426D	"Nondisplaced fracture of lateral condyle of unspecified femur, subsequent encounter for closed fracture with routine healing"
58536	S72.426E	"Nondisplaced fracture of lateral condyle of unspecified femur, subsequent encounter for open fracture type I or II with routine healing"
58537	S72.426F	"Nondisplaced fracture of lateral condyle of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
58538	S72.426G	"Nondisplaced fracture of lateral condyle of unspecified femur, subsequent encounter for closed fracture with delayed healing"
58539	S72.426H	"Nondisplaced fracture of lateral condyle of unspecified femur, subsequent encounter for open fracture type I or II with delayed healing"
58540	S72.426J	"Nondisplaced fracture of lateral condyle of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
58541	S72.426K	"Nondisplaced fracture of lateral condyle of unspecified femur, subsequent encounter for closed fracture with nonunion"
58542	S72.426M	"Nondisplaced fracture of lateral condyle of unspecified femur, subsequent encounter for open fracture type I or II with nonunion"
58543	S72.426N	"Nondisplaced fracture of lateral condyle of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
58544	S72.426P	"Nondisplaced fracture of lateral condyle of unspecified femur, subsequent encounter for closed fracture with malunion"
58545	S72.426Q	"Nondisplaced fracture of lateral condyle of unspecified femur, subsequent encounter for open fracture type I or II with malunion"
58546	S72.426R	"Nondisplaced fracture of lateral condyle of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
58547	S72.426S	"Nondisplaced fracture of lateral condyle of unspecified femur, sequela"
58553	S72.431D	"Displaced fracture of medial condyle of right femur, subsequent encounter for closed fracture with routine healing"
58554	S72.431E	"Displaced fracture of medial condyle of right femur, subsequent encounter for open fracture type I or II with routine healing"
58555	S72.431F	"Displaced fracture of medial condyle of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
58556	S72.431G	"Displaced fracture of medial condyle of right femur, subsequent encounter for closed fracture with delayed healing"
58557	S72.431H	"Displaced fracture of medial condyle of right femur, subsequent encounter for open fracture type I or II with delayed healing"
58558	S72.431J	"Displaced fracture of medial condyle of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
58559	S72.431K	"Displaced fracture of medial condyle of right femur, subsequent encounter for closed fracture with nonunion"
58560	S72.431M	"Displaced fracture of medial condyle of right femur, subsequent encounter for open fracture type I or II with nonunion"
58561	S72.431N	"Displaced fracture of medial condyle of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
58562	S72.431P	"Displaced fracture of medial condyle of right femur, subsequent encounter for closed fracture with malunion"
58563	S72.431Q	"Displaced fracture of medial condyle of right femur, subsequent encounter for open fracture type I or II with malunion"
58564	S72.431R	"Displaced fracture of medial condyle of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
58565	S72.431S	"Displaced fracture of medial condyle of right femur, sequela"
58570	S72.432D	"Displaced fracture of medial condyle of left femur, subsequent encounter for closed fracture with routine healing"
58571	S72.432E	"Displaced fracture of medial condyle of left femur, subsequent encounter for open fracture type I or II with routine healing"
58572	S72.432F	"Displaced fracture of medial condyle of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
58573	S72.432G	"Displaced fracture of medial condyle of left femur, subsequent encounter for closed fracture with delayed healing"
58574	S72.432H	"Displaced fracture of medial condyle of left femur, subsequent encounter for open fracture type I or II with delayed healing"
58575	S72.432J	"Displaced fracture of medial condyle of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
